https://www.google.com , 511.3390101, 0 , 0, 0
https://www.youtube.com , 1832.7288101, 4 , 4, 56371
https://www.facebook.com , 828.4651099999999, 0 , 0, 0
https://www.baidu.com , 1224.8720302, 1 , 1, 2203
https://www.wikipedia.org , 612.0591800999999, 0 , 0, 0
https://www.qq.com , 24715.561050199998, 1 , 1, 12822
https://www.taobao.com , 3111.5922802, 3 , 3, 34770
https://www.tmall.com , 1719.0508102, 2 , 2, 57502
https://www.yahoo.com , 561.3057101, 1 , 1, 13448
https://www.amazon.com , 2739.5104799, 1 , 1, 0
